MODEL YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL TYPE,FUEL CONSUMPTION CITY,FUEL CONSUMPTION HWY,FUEL CONSUMPTION COMB,FUEL CONSUMPTION COMB,CO2 EMISSIONS,CO2 RATING,SMOG RATING
2019,PORSCHE,PANAMERA 4S ST,FULL-SIZE,2.9,6,AM8,Z,12.6,9.4,11.1,25,259,4,5
2019,PORSCHE,PANAMERA TURBO,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2,25,261,4,3
2019,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2,25,261,4,3
2019,PORSCHE,PANAMERA TURBO ST,FULL-SIZE,4,8,AM8,Z,13.4,10.1,11.9,24,279,4,3
2019,RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,10.5,13.6,21,320,3,5
2019,RAM,1500 eTORQUE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,9.4,10.8,26,253,4,5
2019,RAM,1500 eTORQUE,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,10.3,12.4,23,290,3,5
2019,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11,13.8,20,325,3,5
2019,RAM,1500 eTORQUE 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.2,9.7,11.1,25,260,4,5
2019,RAM,1500 eTORQUE 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.3,11.1,12.9,22,302,3,5
2019,RAM,1500 CLASSIC FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280,4,3
2019,RAM,1500 CLASSIC FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17,17,283,4,3
2019,RAM,1500 CLASSIC,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17,12,14.8,19,346,2,3
2019,RAM,1500 CLASSIC,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11,13.6,21,319,3,3
2019,RAM,1500 CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294,3,3
2019,RAM,1500 CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18,16,300,3,3
2019,RAM,1500 CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382,1,3
2019,RAM,1500 CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14,20,328,3,3
2019,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,5,3
2019,ROLLS-ROYCE,CULLINAN,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20,11.8,16.3,17,382,1,3
2019,ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.3,13,17,17,397,1,3
2019,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.3,13,17,17,397,1,3
2019,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.3,13,17,17,397,1,3
2019,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20,11.8,16.3,17,382,1,3
2019,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20,11.8,16.3,17,382,1,3
2019,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,388,1,3
2019,SUBARU,ASCENT AWD,SUV - STANDARD,2.4,4,AV8,X,11.6,9,10.4,27,244,5,3
2019,SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.7,7.2,8.6,33,200,6,1
2019,SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,11.2,8.3,9.9,29,231,5,1
2019,SUBARU,CROSSTREK AWD,SUV - SMALL,2,4,AV7,X,8.8,7.2,8.1,35,188,6,6
2019,SUBARU,CROSSTREK AWD,SUV - SMALL,2,4,M6,X,10.5,8.1,9.4,30,220,5,6
2019,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV7,X,9,7.2,8.2,34,192,6,6
2019,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,AV7,X,8.3,6.4,7.5,38,174,7,6
2019,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,M5,X,10.1,7.5,8.9,32,209,5,6
2019,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,AV7,X,8.4,6.6,7.6,37,177,7,6
2019,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,M5,X,10.1,7.7,9,31,211,5,6
2019,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV7,X,9.3,7,8.2,34,193,6,5
2019,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241,5,3
2019,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198,6,5
2019,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12,8.7,10.5,27,247,4,3
2019,SUBARU,WRX AWD,COMPACT,2,4,AV8,Z,12.6,9.6,11.2,25,256,4,1
2019,SUBARU,WRX AWD,COMPACT,2,4,M6,Z,11.3,8.5,10,28,235,5,1
2019,SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.3,10.7,12.7,22,296,3,1
2019,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2,21,308,3,3
2019,TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2,21,308,3,3
2019,TOYOTA,86,MINICOMPACT,2,4,AS6,Z,9.9,7.3,8.7,32,204,6,1
2019,TOYOTA,86,MINICOMPACT,2,4,M6,Z,11.3,8.3,9.9,29,232,5,1
2019,TOYOTA,AVALON,MID-SIZE,3.5,6,AS8,X,10.9,7.6,9.4,30,220,5,5
2019,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164,8,7
2019,TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6.1,7.4,38,173,7,7
2019,TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.2,7.5,38,175,7,7
2019,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9,31,210,5,5
2019,TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215,5,5
2019,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,113,10,7
2019,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5,5.1,55,121,10,7
2019,TOYOTA,C-HR,COMPACT,2,4,AS7,X,8.7,7.5,8.2,34,189,6,3
2019,TOYOTA,COROLLA,MID-SIZE,1.8,4,AS7,X,8.3,6.7,7.6,37,178,7,3
2019,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,7,3
2019,TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178,7,3
2019,TOYOTA,COROLLA LE ECO,MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,8,5
2019,TOYOTA,COROLLA HATCHBACK,COMPACT,2,4,AS10,X,7.5,5.8,6.7,42,157,8,6
2019,TOYOTA,COROLLA HATCHBACK,COMPACT,2,4,M6,X,8.4,6.3,7.5,38,174,7,6
2019,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243,5,5
2019,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9,10.6,27,250,4,5
2019,TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12,8.9,10.6,27,248,4,5
2019,TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242,5,5
2019,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193,6,7
2019,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.4,64,105,10,7
2019,TOYOTA,PRIUS AWD,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,60,109,10,7
2019,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120,10,7
2019,TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,X,8.8,6.7,7.8,36,183,7,6
2019,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,X,9.2,7.1,8.3,34,190,6,6
2019,TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,5.8,6.3,6,47,140,9,7
2019,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384,1,5
2019,TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.4,8.9,10.8,26,254,4,5
2019,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274,4,5
2019,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263,4,5
2019,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274,4,5
2019,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13,10.5,11.9,24,278,4,5
2019,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,299,3,5
2019,TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300,3,5
2019,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371,2,5
2019,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354,2,3
2019,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18,14.1,16.3,17,382,1,5
2019,TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155,8,3
2019,TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.8,6,6.8,42,164,8,3
2019,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173,7,3
2019,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,169,8,3
2019,VOLKSWAGEN,ARTEON,FULL-SIZE,2,4,AS8,Z,10.8,7.5,9.3,30,218,5,3
2019,VOLKSWAGEN,ARTEON 4MOTION,FULL-SIZE,2,4,AS8,Z,12,8.6,10.4,27,244,5,3
2019,VOLKSWAGEN,ATLAS,SUV - SMALL,2,4,AS8,X,11.6,9.1,10.5,27,245,5,3
2019,VOLKSWAGEN,ATLAS 4MOTION,SUV - STANDARD,3.6,6,AS8,X,13.8,10.2,12.2,23,286,3,5
2019,VOLKSWAGEN,BEETLE,COMPACT,2,4,AS6,X,9,7.1,8.2,34,191,6,7
2019,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,AS6,X,9,7.1,8.2,34,191,6,7
2019,VOLKSWAGEN,GOLF,COMPACT,1.4,4,AS8,X,8.1,6.4,7.4,38,172,7,7
2019,VOLKSWAGEN,GOLF,COMPACT,1.4,4,M6,X,8.2,6.3,7.4,38,172,7,7
2019,VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM7,X,9.6,7.5,8.6,33,202,6,7
2019,VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,X,9.8,7.3,8.7,32,203,6,7
2019,VOLKSWAGEN,GOLF R,COMPACT,2,4,AM7,Z,10.2,7.9,9.2,31,213,5,3
2019,VOLKSWAGEN,GOLF R,COMPACT,2,4,M6,Z,11.4,8.2,9.9,29,232,5,3
2019,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8,9.4,30,220,5,7
2019,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225,5,7
2019,VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.4,4,AS8,X,8.6,6.5,7.6,37,178,7,7
2019,VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.4,4,M6,X,8.2,6.3,7.4,38,172,7,7
2019,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6,29,224,5,7
2019,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3,30,218,5,7
2019,VOLKSWAGEN,JETTA,COMPACT,1.4,4,AM8,X,7.8,5.9,7,40,163,8,7
2019,VOLKSWAGEN,JETTA,COMPACT,1.4,4,M6,X,7.9,5.9,7,40,163,8,7
2019,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,AM7,X,9.3,7.2,8.4,34,196,6,7
2019,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,X,9.6,7.3,8.5,33,200,6,7
2019,VOLKSWAGEN,PASSAT,MID-SIZE,2,4,AS6,X,9.3,6.5,8.1,35,188,6,7
2019,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,AS8,X,10.7,8,9.5,30,221,5,7
2019,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,AS8,X,11.1,8.1,9.8,29,228,5,7
2019,VOLVO,S60 T5,COMPACT,2,4,AS8,Z,9.9,6.6,8.4,34,197,6,5
2019,VOLVO,S60 T6 AWD,COMPACT,2,4,AS8,Z,11.1,7.3,9.4,30,218,5,7
2019,VOLVO,S90 T5 AWD,MID-SIZE,2,4,AS8,Z,10.6,7.4,9.2,31,215,5,5
2019,VOLVO,S90 T6 AWD,MID-SIZE,2,4,AS8,Z,11.1,7.3,9.4,30,219,5,7
2019,VOLVO,V60 T5,STATION WAGON - SMALL,2,4,AS8,Z,9.9,6.6,8.4,34,197,6,5
2019,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2,4,AS8,Z,11.1,7.3,9.4,30,219,5,7
2019,VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2,4,AS8,Z,10.8,7.6,9.3,30,218,5,5
2019,VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,11.1,7.3,9.4,30,219,5,7
2019,VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,11.6,8.1,10,28,233,5,7
2019,VOLVO,XC40 T5 AWD,SUV - SMALL,2,4,AS8,Z,10.3,7.5,9,31,211,5,5
2019,VOLVO,XC60 T5 AWD,SUV - SMALL,2,4,AS8,Z,11.3,8.5,10,28,233,5,5
2019,VOLVO,XC60 T6 AWD,SUV - SMALL,2,4,AS8,Z,11.8,8.6,10.4,27,242,5,7
2019,VOLVO,XC90 T5 AWD,SUV - STANDARD,2,4,AS8,Z,11.3,8.5,10,28,233,5,5
2019,VOLVO,XC90 T6 AWD,SUV - STANDARD,2,4,AS8,Z,12.1,8.9,10.7,26,250,4,7
